Company_Name,Year,Total_Assets,Total_Debt,Total_Equity,Revenue,Operating_Income(added),Net_Income(added),Revenue_Increase_Rate,Operating_Income(added)_Increase_Rate,Net_Income(added)_Increase_Rate,Revenue_Profit_Status,Operating_Income(added)_Profit_Status,Net_Income(added)_Profit_Status,Debt_Equity_Ratio,ROA,ROE,EPS,PER
한화솔루션,2022,17874844678636.0,9038414154714.0,8836430523922.0,9686399464742.0,920363377740.0,1059364806876.0,5.721868135847916,-26.358648761979435,-21.84281242788304,P_Contd,P_Contd,P_Contd,24.19,9.77,12.14,1873.0,28.64
넷마블,2017,4811061973560.0,426067103719.0,4384994869841.0,1668776658371.0,167887300427.0,85386830685.0,0.0,0.0,0.0,P,P,P,30.79,14.53,19.0,3908.0,48.23
넷마블,2018,4576377599710.0,307249416736.0,4269128182974.0,1159865512772.0,60011724212.0,42944131124.0,4.969345036534697,20.23448761404348,12.233047277251128,P_Contd,P_Contd,P_Contd,26.61,14.98,18.97,2230.0,50.0
넷마블,2019,4511543912779.0,323934384067.0,4187609528712.0,1251836230039.0,80244939471.0,28066555155.0,-10.085108655904586,-209.59435757549008,-113.73305961191593,P_Contd,P_Contd,P_Contd,21.54,7.1,8.63,1883.0,49.07
넷마블,2020,6514109532767.0,1366001589108.0,5148107943659.0,1378429475386.0,97860486023.0,103419586414.0,6.937796507031208,31.20968426588971,1.6759186572823677,P_Contd,P_Contd,P_Contd,25.28,6.8,8.52,3827.0,34.36
넷마블,2021,9115218196889.0,3441924612192.0,5673293584697.0,1319595714711.0,45379655953.0,438492010091.0,16.738122795295123,35.86450129562061,49.58173390461269,P_Contd,P_Contd,P_Contd,29.98,12.33,16.03,2933.0,42.62
넷마블,2022,7396298813707.0,2540606249227.0,4855692564480.0,962604794204.0,-13206963053.0,-533768303502.0,5.721868135847916,-26.358648761979435,-21.84281242788304,P_Contd,L_Turned,L_Turned,24.19,9.77,12.14,-9998.0,-6.04
현대차2우B,2017,,,,,,,,,,,,,,,,,
현대차2우B,2018,,,,,,,,,,,,,,,,,
현대차2우B,2019,,,,,,,,,,,,,,,,,
현대차2우B,2020,,,,,,,,,,,,,,,,,
현대차2우B,2021,,,,,,,,,,,,,,,,,
현대차2우B,2022,,,,,,,,,,,,,,,,,
미래에셋증권,2017,,,,,,,,,,,,,,,,,
미래에셋증권,2018,,,,,,,,,,,,,,,,,
미래에셋증권,2019,,,,,,,,,,,,,,,,,
미래에셋증권,2020,,,,,,,,,,,,,,,,,
미래에셋증권,2021,,,,,,,,,,,,,,,,,
미래에셋증권,2022,,,,,,,,,,,,,,,,,
코스모신소재,2017,197678365794.0,123551964276.0,74126401518.0,314604636517.0,8476107631.0,8223956143.0,0.0,0.0,0.0,P,P,P,30.79,14.53,19.0,526.0,21.03
코스모신소재,2018,237347906353.0,149061073229.0,88286833124.0,534011298221.0,15147034565.0,10446693485.0,4.969345036534697,20.23448761404348,12.233047277251128,P_Contd,P_Contd,P_Contd,26.61,14.98,18.97,515.0,30.11
코스모신소재,2019,264756490424.0,113691884328.0,151064606096.0,243904528628.0,-3620826252.0,-1800133133.0,-10.085108655904586,-209.59435757549008,-113.73305961191593,P_Contd,L_Turned,L_Turned,21.54,7.1,8.63,-80.0,-109.89
코스모신소재,2020,362322681514.0,185519057095.0,176803624419.0,204252718287.0,12437917352.0,11736404500.0,6.937796507031208,31.20968426588971,1.6759186572823677,P_Contd,P_Turned,P_Turned,25.28,6.8,8.52,401.0,48.4
코스모신소재,2021,348482657487.0,143034110908.0,205448546579.0,305893094697.0,21792842464.0,17998487325.0,16.738122795295123,35.86450129562061,49.58173390461269,P_Contd,P_Contd,P_Contd,29.98,12.33,16.03,604.0,75.48
코스모신소재,2022,451321116581.0,200117019634.0,251204096947.0,485605243552.0,32475176321.0,27697027964.0,5.721868135847916,-26.358648761979435,-21.84281242788304,P_Contd,P_Contd,P_Contd,24.19,9.77,12.14,912.0,56.11
엘앤에프,2017,240064893787.0,112361494487.0,127703399300.0,359393986384.0,25468329923.0,20802484846.0,0.0,0.0,0.0,P,P,P,30.79,14.53,19.0,963.0,41.21
엘앤에프,2018,302409617085.0,156314091664.0,146095525421.0,494339483572.0,25202714510.0,18484690573.0,4.969345036534697,20.23448761404348,12.233047277251128,P_Contd,P_Contd,P_Contd,26.61,14.98,18.97,927.0,36.41
엘앤에프,2019,393357840486.0,260334038975.0,133023801511.0,312072282621.0,-9054001781.0,-10805049036.0,-10.085108655904586,-209.59435757549008,-113.73305961191593,P_Contd,L_Turned,L_Turned,21.54,7.1,8.63,-428.0,-47.55
엘앤에프,2020,445906219665.0,247171764577.0,198734455088.0,355967910793.0,450240882.0,-15081845620.0,6.937796507031208,31.20968426588971,1.6759186572823677,P_Contd,P_Turned,L_Contd,25.28,6.8,8.52,-687.0,-100.1
엘앤에프,2021,1495720174614.0,862432305200.0,633287869414.0,966422607511.0,41750154998.0,-114120042339.0,16.738122795295123,35.86450129562061,49.58173390461269,P_Contd,P_Contd,L_Contd,29.98,12.33,16.03,-4198.0,-52.98
엘앤에프,2022,2980300074397.0,1695810842400.0,1284489231997.0,3886225572896.0,265358083903.0,272172837471.0,5.721868135847916,-26.358648761979435,-21.84281242788304,P_Contd,P_Contd,P_Turned,24.19,9.77,12.14,8269.0,20.98
한진칼,2017,1923442121925.0,429108793837.0,1494333328088.0,,44665913000.0,244311537725.0,0.0,0.0,0.0,L,P,P,30.79,14.53,19.0,3815.0,4.8
한진칼,2018,2007816384179.0,490288210959.0,1517528173220.0,,46655173404.0,30906516855.0,4.969345036534697,20.23448761404348,12.233047277251128,L_Turned,P_Contd,P_Contd,26.61,14.98,18.97,-602.0,-49.5
한진칼,2019,1907568534338.0,377318452528.0,1530250081810.0,,48606135242.0,30675555609.0,-10.085108655904586,-209.59435757549008,-113.73305961191593,L_Turned,P_Contd,P_Contd,21.54,7.1,8.63,-4094.0,-9.77
한진칼,2020,3021178321935.0,1010706495368.0,2010471826567.0,,19093617428.0,-3415383028.0,6.937796507031208,31.20968426588971,1.6759186572823677,L_Turned,P_Contd,L_Turned,25.28,6.8,8.52,-4476.0,-14.1
한진칼,2021,3113888377477.0,1156702206213.0,1957186171264.0,,16910464480.0,-81135627703.0,16.738122795295123,35.86450129562061,49.58173390461269,L_Turned,P_Contd,L_Contd,29.98,12.33,16.03,247.0,248.58
한진칼,2022,3314325663374.0,980378107198.0,2333947556176.0,,24783960572.0,379175507735.0,5.721868135847916,-26.358648761979435,-21.84281242788304,L_Turned,P_Contd,P_Turned,24.19,9.77,12.14,10143.0,3.69
SK바이오사이언스,2017,,,,,,,,,,,,,,,,,
SK바이오사이언스,2018,,,,,,,,,,,,,,,,,
SK바이오사이언스,2019,,,,,,,,,,,,,,,,,
SK바이오사이언스,2020,,,,,,,,,,,,,,,,,
SK바이오사이언스,2021,,,,,,,,,,,,,,,,,
SK바이오사이언스,2022,,,,,,,,,,,,,,,,,
유한양행,2017,1810455414168.0,322464154229.0,1487991259939.0,1451988375808.0,80357750331.0,110732277277.0,0.0,0.0,0.0,P,P,P,30.79,14.53,19.0,10176.0,3.31
유한양행,2018,1920025481950.0,365750370041.0,1554275111909.0,1506765993129.0,60940707766.0,81493570410.0,4.969345036534697,20.23448761404348,12.233047277251128,P_Contd,P_Contd,P_Contd,26.61,14.98,18.97,5056.0,6.49
유한양행,2019,1931965072195.0,357855603440.0,1574109468755.0,1463260524486.0,40360545445.0,53953369251.0,-10.085108655904586,-209.59435757549008,-113.73305961191593,P_Contd,P_Contd,P_Contd,21.54,7.1,8.63,3365.0,11.79
유한양행,2020,2139879593802.0,389512450133.0,1750367143669.0,1567941075202.0,115964232044.0,193309897717.0,6.937796507031208,31.20968426588971,1.6759186572823677,P_Contd,P_Contd,P_Contd,25.28,6.8,8.52,2807.0,23.44
유한양행,2021,2201518256252.0,350539913969.0,1850978342283.0,1624133429291.0,61170450173.0,113865557474.0,16.738122795295123,35.86450129562061,49.58173390461269,P_Contd,P_Contd,P_Contd,29.98,12.33,16.03,1496.0,38.0
유한양행,2022,2274482334364.0,333634565190.0,1940847769174.0,1726364616787.0,41119506932.0,130274124259.0,5.721868135847916,-26.358648761979435,-21.84281242788304,P_Contd,P_Contd,P_Contd,24.19,9.77,12.14,1327.0,41.25
금양,2017,167120998153.0,135869023785.0,31251974368.0,150809074802.0,5934739675.0,366687895.0,0.0,0.0,0.0,P,P,P,30.79,14.53,19.0,517.0,4.8
금양,2018,155507051869.0,106319214078.0,49187837791.0,151676397510.0,6516687354.0,16116051568.0,4.969345036534697,20.23448761404348,12.233047277251128,P_Contd,P_Contd,P_Contd,26.61,14.98,18.97,533.0,4.38
금양,2019,171931897031.0,136927078277.0,35004818754.0,135915020314.0,5271745983.0,-12752836282.0,-10.085108655904586,-209.59435757549008,-113.73305961191593,P_Contd,P_Contd,L_Turned,21.54,7.1,8.63,-279.0,-8.6
금양,2020,160123582327.0,113751380781.0,46372201546.0,120928396145.0,3963612461.0,-4095629805.0,6.937796507031208,31.20968426588971,1.6759186572823677,P_Contd,P_Contd,L_Contd,25.28,6.8,8.52,-95.0,-69.68
금양,2021,233730825453.0,174620864848.0,59109960605.0,175521043692.0,7235825137.0,208183933.0,16.738122795295123,35.86450129562061,49.58173390461269,P_Contd,P_Contd,P_Turned,29.98,12.33,16.03,295.0,16.63
금양,2022,249083247433.0,154206876558.0,94876370875.0,181688141990.0,11563753125.0,-3494226747.0,5.721868135847916,-26.358648761979435,-21.84281242788304,P_Contd,P_Contd,L_Turned,24.19,9.77,12.14,-575.0,-41.57
현대제철,2017,31189897494620.0,14405850860115.0,16784046634505.0,16889331092907.0,1233303943206.0,726163342504.0,0.0,0.0,0.0,P,P,P,30.79,14.53,19.0,5455.0,10.74
현대제철,2018,31188536288738.0,14435329524165.0,16753206764573.0,18610813227460.0,933453299579.0,373477704257.0,4.969345036534697,20.23448761404348,12.233047277251128,P_Contd,P_Contd,P_Contd,26.61,14.98,18.97,3037.0,14.9
현대제철,2019,32025224294707.0,15086071070950.0,16939153223757.0,18073859360410.0,278437250325.0,32468233310.0,-10.085108655904586,-209.59435757549008,-113.73305961191593,P_Contd,P_Contd,P_Contd,21.54,7.1,8.63,130.0,241.92
현대제철,2020,32452360725557.0,16049822779590.0,16402537945967.0,15568026955252.0,41659285226.0,-455916769443.0,6.937796507031208,31.20968426588971,1.6759186572823677,P_Contd,P_Contd,L_Turned,25.28,6.8,8.52,-3272.0,-12.1
현대제철,2021,34181265225130.0,16414881456385.0,17766383768745.0,19991486622646.0,2299799233395.0,1382033670840.0,16.738122795295123,35.86450129562061,49.58173390461269,P_Contd,P_Contd,P_Turned,29.98,12.33,16.03,11110.0,3.69
현대제철,2022,34063791352307.0,15521420416319.0,18542370935988.0,23666889994897.0,1464738464719.0,969789790722.0,5.721868135847916,-26.358648761979435,-21.84281242788304,P_Contd,P_Contd,P_Contd,24.19,9.77,12.14,7736.0,3.96
두산로보틱스,2017,,,,,,,,,,,,,,,,,
두산로보틱스,2018,,,,,,,,,,,,,,,,,
두산로보틱스,2019,,,,,,,,,,,,,,,,,
두산로보틱스,2020,,,,,,,,,,,,,,,,,
두산로보틱스,2021,,,,,,,,,,,,,,,,,
두산로보틱스,2022,,,,,,,,,,,,,,,,,
GS,2017,6201620000000.0,1132683000000.0,5068937000000.0,493029000000.0,450162000000.0,377728000000.0,0.0,0.0,0.0,P,P,P,30.79,14.53,19.0,10416.0,5.97
GS,2018,6236061000000.0,918307000000.0,5317754000000.0,506038000000.0,469410000000.0,421745000000.0,4.969345036534697,20.23448761404348,12.233047277251128,P_Contd,P_Contd,P_Contd,26.61,14.98,18.97,9539.0,5.41
GS,2019,6172968000000.0,758728000000.0,5414240000000.0,365336000000.0,309032000000.0,277528000000.0,-10.085108655904586,-209.59435757549008,-113.73305961191593,P_Contd,P_Contd,P_Contd,21.54,7.1,8.63,5745.0,8.98
GS,2020,5956881000000.0,775990000000.0,5180891000000.0,306286000000.0,241300000000.0,-53296000000.0,6.937796507031208,31.20968426588971,1.6759186572823677,P_Contd,P_Contd,L_Turned,25.28,6.8,8.52,-2564.0,-14.65
GS,2021,6330030000000.0,1029429000000.0,5300601000000.0,230570000000.0,159551000000.0,299847000000.0,16.738122795295123,35.86450129562061,49.58173390461269,P_Contd,P_Contd,P_Turned,29.98,12.33,16.03,15304.0,2.55
GS,2022,6623315000000.0,1066330000000.0,5556985000000.0,563402000000.0,479123000000.0,445477000000.0,5.721868135847916,-26.358648761979435,-21.84281242788304,P_Contd,P_Contd,P_Contd,24.19,9.77,12.14,22634.0,1.94
LG생활건강,2017,3485483701764.0,1125929855002.0,2359553846762.0,3717359562579.0,696571803070.0,595638367625.0,0.0,0.0,0.0,P,P,P,30.79,14.53,19.0,36184.0,32.86
LG생활건강,2018,3687211659758.0,878727689207.0,2808483970551.0,4060157953652.0,761381165996.0,605848632345.0,4.969345036534697,20.23448761404348,12.233047277251128,P_Contd,P_Contd,P_Contd,26.61,14.98,18.97,40740.0,27.03
LG생활건강,2019,4093775064826.0,829408159624.0,3264366905202.0,4536975744094.0,859358418995.0,622867720362.0,-10.085108655904586,-209.59435757549008,-113.73305961191593,P_Contd,P_Contd,P_Contd,21.54,7.1,8.63,46431.0,27.16
LG생활건강,2020,4560931341806.0,767456847965.0,3793474493841.0,4418256992442.0,785609274841.0,618438771442.0,6.937796507031208,31.20968426588971,1.6759186572823677,P_Contd,P_Contd,P_Contd,25.28,6.8,8.52,47596.0,34.04
LG생활건강,2021,5112381321495.0,891067261983.0,4221314059512.0,4956147582105.0,980044257285.0,607236085784.0,16.738122795295123,35.86450129562061,49.58173390461269,P_Contd,P_Contd,P_Contd,29.98,12.33,16.03,50395.0,21.77
LG생활건강,2022,4707323719826.0,579230692846.0,4128093026980.0,3783321412082.0,428276866223.0,76950845421.0,5.721868135847916,-26.358648761979435,-21.84281242788304,P_Contd,P_Contd,P_Contd,24.19,9.77,12.14,14119.0,51.14
한국항공우주,2017,3164601115490.0,2025742948397.0,1138858167093.0,2072249142312.0,-208940620193.0,-235471322521.0,0.0,0.0,0.0,P,L,L,30.79,14.53,19.0,-2413.0,-19.66
한국항공우주,2018,3735000646178.0,2685687058718.0,1049313587460.0,2786108140062.0,150996492838.0,75576113997.0,4.969345036534697,20.23448761404348,12.233047277251128,P_Contd,P_Turned,P_Turned,26.61,14.98,18.97,587.0,54.34
한국항공우주,2019,4320002471855.0,3132941151099.0,1187061320756.0,3108623556734.0,283302169446.0,175665184024.0,-10.085108655904586,-209.59435757549008,-113.73305961191593,P_Contd,P_Contd,P_Contd,21.54,7.1,8.63,1748.0,19.48
한국항공우주,2020,5114001345393.0,3868423573908.0,1245577771485.0,2811967925744.0,148590816348.0,81635521828.0,6.937796507031208,31.20968426588971,1.6759186572823677,P_Contd,P_Contd,P_Contd,25.28,6.8,8.52,766.0,33.68
한국항공우주,2021,5794631717908.0,4506031016561.0,1288600701347.0,2548320397236.0,67540126651.0,33592108511.0,16.738122795295123,35.86450129562061,49.58173390461269,P_Contd,P_Contd,P_Contd,29.98,12.33,16.03,656.0,49.47
한국항공우주,2022,7706665964482.0,6253982150329.0,1452683814153.0,2771951057743.0,148398618623.0,125399376661.0,5.721868135847916,-26.358648761979435,-21.84281242788304,P_Contd,P_Contd,P_Contd,24.19,9.77,12.14,1215.0,41.89
SK아이이테크놀로지,2017,,,,,,,,,,,,,,,,,
SK아이이테크놀로지,2018,,,,,,,,,,,,,,,,,
SK아이이테크놀로지,2019,,,,,,,,,,,,,,,,,
SK아이이테크놀로지,2020,,,,,,,,,,,,,,,,,
SK아이이테크놀로지,2021,,,,,,,,,,,,,,,,,
SK아이이테크놀로지,2022,,,,,,,,,,,,,,,,,
LG이노텍,2017,5391209318156.0,3598254857455.0,1792954460701.0,7149756338327.0,266339127435.0,180414447916.0,0.0,0.0,0.0,P,P,P,30.79,14.53,19.0,7386.0,19.5
LG이노텍,2018,5062817016686.0,3140216120634.0,1922600896052.0,7607397531293.0,175707522109.0,128117715507.0,4.969345036534697,20.23448761404348,12.233047277251128,P_Contd,P_Contd,P_Contd,26.61,14.98,18.97,6892.0,12.54
LG이노텍,2019,5070125626985.0,3093240963896.0,1976884663089.0,8042527935160.0,287730670626.0,80658023168.0,-10.085108655904586,-209.59435757549008,-113.73305961191593,P_Contd,P_Contd,P_Contd,21.54,7.1,8.63,4323.0,32.38
LG이노텍,2020,5492250317155.0,3324320989065.0,2167929328090.0,9290257033776.0,561338854693.0,186482332246.0,6.937796507031208,31.20968426588971,1.6759186572823677,P_Contd,P_Contd,P_Contd,25.28,6.8,8.52,9978.0,18.29
LG이노텍,2021,6989346973560.0,4092054224762.0,2897292748798.0,14594815510135.0,1106099811504.0,789717005936.0,16.738122795295123,35.86450129562061,49.58173390461269,P_Contd,P_Contd,P_Contd,29.98,12.33,16.03,37536.0,9.7
LG이노텍,2022,8668015354998.0,5103993833958.0,3564021521040.0,19092897004168.0,1016233433104.0,720393793075.0,5.721868135847916,-26.358648761979435,-21.84281242788304,P_Contd,P_Contd,P_Contd,24.19,9.77,12.14,41406.0,6.1
두산밥캣,2017,,,,,,,,,,,,,,,,,
두산밥캣,2018,,,,,,,,,,,,,,,,,
두산밥캣,2019,,,,,,,,,,,,,,,,,
두산밥캣,2020,,,,,,,,,,,,,,,,,
두산밥캣,2021,,,,,,,,,,,,,,,,,
두산밥캣,2022,,,,,,,,,,,,,,,,,
삼성엔지니어링,2017,4195720724027.0,3399636701014.0,796084023013.0,4482219762095.0,-124984572536.0,-96603891915.0,0.0,0.0,0.0,P,L,L,30.79,14.53,19.0,-329.0,-37.69
삼성엔지니어링,2018,3994758422362.0,3204563639465.0,790194782897.0,4264918680319.0,-4437900948.0,27493458599.0,4.969345036534697,20.23448761404348,12.233047277251128,P_Contd,L_Contd,P_Turned,26.61,14.98,18.97,313.0,56.23
삼성엔지니어링,2019,3686124041219.0,2758935311324.0,927188729895.0,4795373704723.0,231215985942.0,152524778739.0,-10.085108655904586,-209.59435757549008,-113.73305961191593,P_Contd,P_Turned,P_Contd,21.54,7.1,8.63,1637.0,11.73
삼성엔지니어링,2020,3827134159080.0,2618319705601.0,1208814453479.0,5020786128327.0,256867726901.0,232094660568.0,6.937796507031208,31.20968426588971,1.6759186572823677,P_Contd,P_Contd,P_Contd,25.28,6.8,8.52,1288.0,10.29
삼성엔지니어링,2021,4231577720389.0,2846432212930.0,1385145507459.0,5085977646000.0,289057556540.0,177152141865.0,16.738122795295123,35.86450129562061,49.58173390461269,P_Contd,P_Contd,P_Contd,29.98,12.33,16.03,1900.0,12.05
삼성엔지니어링,2022,5165940384524.0,3460358419924.0,1705581964600.0,6673315540111.0,504880671976.0,307787438594.0,5.721868135847916,-26.358648761979435,-21.84281242788304,P_Contd,P_Contd,P_Contd,24.19,9.77,12.14,3392.0,6.56
코웨이,2017,,,,,,,,,,,,,,,,,
코웨이,2018,,,,,,,,,,,,,,,,,
코웨이,2019,,,,,,,,,,,,,,,,,
코웨이,2020,,,,,,,,,,,,,,,,,
코웨이,2021,,,,,,,,,,,,,,,,,
코웨이,2022,,,,,,,,,,,,,,,,,
엔씨소프트,2017,,,,,,,,,,,,,,,,,
엔씨소프트,2018,,,,,,,,,,,,,,,,,
엔씨소프트,2019,,,,,,,,,,,,,,,,,
엔씨소프트,2020,,,,,,,,,,,,,,,,,
엔씨소프트,2021,,,,,,,,,,,,,,,,,
엔씨소프트,2022,,,,,,,,,,,,,,,,,
LG유플러스,2017,,,,,,,,,,,,,,,,,
LG유플러스,2018,,,,,,,,,,,,,,,,,
LG유플러스,2019,,,,,,,,,,,,,,,,,
LG유플러스,2020,,,,,,,,,,,,,,,,,
LG유플러스,2021,,,,,,,,,,,,,,,,,
LG유플러스,2022,,,,,,,,,,,,,,,,,
CJ제일제당,2017,,,,,,,,,,,,,,,,,
CJ제일제당,2018,,,,,,,,,,,,,,,,,
CJ제일제당,2019,,,,,,,,,,,,,,,,,
CJ제일제당,2020,,,,,,,,,,,,,,,,,
CJ제일제당,2021,,,,,,,,,,,,,,,,,
CJ제일제당,2022,,,,,,,,,,,,,,,,,
한미약품,2017,,,,,,,,,,,,,,,,,
한미약품,2018,,,,,,,,,,,,,,,,,
한미약품,2019,,,,,,,,,,,,,,,,,
한미약품,2020,,,,,,,,,,,,,,,,,
한미약품,2021,,,,,,,,,,,,,,,,,
한미약품,2022,,,,,,,,,,,,,,,,,
현대오토에버,2017,,,,,,,,,,,,,,,,,
현대오토에버,2018,,,,,,,,,,,,,,,,,
현대오토에버,2019,,,,,,,,,,,,,,,,,
현대오토에버,2020,,,,,,,,,,,,,,,,,
현대오토에버,2021,,,,,,,,,,,,,,,,,
현대오토에버,2022,,,,,,,,,,,,,,,,,
LG디스플레이,2017,25409415000000.0,11580156000000.0,13829259000000.0,25591082000000.0,1536730000000.0,1779721000000.0,0.0,0.0,0.0,P,P,P,30.79,14.53,19.0,5038.0,5.49
LG디스플레이,2018,27062106000000.0,13849525000000.0,13212581000000.0,22371687000000.0,-472995000000.0,-442291000000.0,4.969345036534697,20.23448761404348,12.233047277251128,P_Contd,L_Turned,L_Turned,26.61,14.98,18.97,-579.0,-28.81
LG디스플레이,2019,27382680000000.0,16716587000000.0,10666093000000.0,21658329000000.0,-1784245000000.0,-2639893000000.0,-10.085108655904586,-209.59435757549008,-113.73305961191593,P_Contd,L_Contd,L_Contd,21.54,7.1,8.63,-7908.0,-1.9
LG디스플레이,2020,26705202000000.0,16441967000000.0,10263235000000.0,22799273000000.0,-812979000000.0,-513262000000.0,6.937796507031208,31.20968426588971,1.6759186572823677,P_Contd,L_Contd,L_Contd,25.28,6.8,8.52,-265.0,-64.7
LG디스플레이,2021,29478122000000.0,18835304000000.0,10642818000000.0,28364914000000.0,721931000000.0,552173000000.0,16.738122795295123,35.86450129562061,49.58173390461269,P_Contd,P_Turned,P_Turned,29.98,12.33,16.03,3315.0,6.86
LG디스플레이,2022,29259039000000.0,21908600000000.0,7350439000000.0,24131172000000.0,-3201463000000.0,-3191387000000.0,5.721868135847916,-26.358648761979435,-21.84281242788304,P_Contd,L_Turned,L_Turned,24.19,9.77,12.14,-8584.0,-1.34
삼성카드,2017,,,,,,,,,,,,,,,,,
삼성카드,2018,,,,,,,,,,,,,,,,,
삼성카드,2019,,,,,,,,,,,,,,,,,
삼성카드,2020,,,,,,,,,,,,,,,,,
삼성카드,2021,,,,,,,,,,,,,,,,,
삼성카드,2022,,,,,,,,,,,,,,,,,
금호석유,2017,3378438938830.0,1996923487984.0,1381515450846.0,3926050763490.0,216351104132.0,135421884729.0,0.0,0.0,0.0,P,P,P,30.79,14.53,19.0,7647.0,13.01
금호석유,2018,3141279400312.0,1623432487487.0,1517846912825.0,3899573264125.0,285065166922.0,182630029071.0,4.969345036534697,20.23448761404348,12.233047277251128,P_Contd,P_Contd,P_Contd,26.61,14.98,18.97,17597.0,4.96
금호석유,2019,3137664764721.0,1372860659159.0,1764804105562.0,3699122523813.0,299921863822.0,262497364577.0,-10.085108655904586,-209.59435757549008,-113.73305961191593,P_Contd,P_Contd,P_Contd,21.54,7.1,8.63,10549.0,7.35
금호석유,2020,3451429757234.0,1315603722246.0,2135826034988.0,3489720117403.0,514923325301.0,434323598842.0,6.937796507031208,31.20968426588971,1.6759186572823677,P_Contd,P_Contd,P_Contd,25.28,6.8,8.52,20881.0,6.94
금호석유,2021,4648774192841.0,1570407436708.0,3078366756133.0,5501282084211.0,1342782403394.0,986986525113.0,16.738122795295123,35.86450129562061,49.58173390461269,P_Contd,P_Contd,P_Contd,29.98,12.33,16.03,70433.0,2.36
금호석유,2022,4278839837980.0,1085433048988.0,3193406788992.0,5086855585805.0,656205503429.0,575138552421.0,5.721868135847916,-26.358648761979435,-21.84281242788304,P_Contd,P_Contd,P_Contd,24.19,9.77,12.14,37290.0,3.38
HD현대일렉트릭,2017,2083375719408.0,1045002662141.0,1038373057267.0,1449607566718.0,62614413908.0,14552072519.0,0.0,0.0,0.0,P,P,P,30.79,14.53,19.0,930.0,53.07
HD현대일렉트릭,2018,2137884323218.0,1289465566550.0,848418756668.0,1732614019731.0,-93210171654.0,-177878074957.0,4.969345036534697,20.23448761404348,12.233047277251128,P_Contd,L_Turned,L_Turned,26.61,14.98,18.97,-8812.0,-2.17
HD현대일렉트릭,2019,2062662133890.0,1358114189940.0,704547943950.0,1553566797128.0,-147304887596.0,-253482531845.0,-10.085108655904586,-209.59435757549008,-113.73305961191593,P_Contd,L_Contd,L_Contd,21.54,7.1,8.63,-12961.0,-0.89
HD현대일렉트릭,2020,2078906156586.0,1388349135615.0,690557020971.0,1566219690496.0,70645215811.0,-37881063168.0,6.937796507031208,31.20968426588971,1.6759186572823677,P_Contd,P_Turned,L_Contd,25.28,6.8,8.52,-1118.0,-14.67
HD현대일렉트릭,2021,1938945537507.0,1292187047926.0,646758489581.0,1554243128531.0,4742995001.0,-32960374085.0,16.738122795295123,35.86450129562061,49.58173390461269,P_Contd,P_Contd,L_Contd,29.98,12.33,16.03,-936.0,-21.26
HD현대일렉트릭,2022,2048148893514.0,1254010814567.0,794138078947.0,1829775313989.0,137299719459.0,136271087483.0,5.721868135847916,-26.358648761979435,-21.84281242788304,P_Contd,P_Contd,P_Turned,24.19,9.77,12.14,4514.0,9.42
현대건설,2017,11517279000000.0,5987363000000.0,5529916000000.0,10167960000000.0,418815000000.0,148864000000.0,0.0,0.0,0.0,P,P,P,30.79,14.53,19.0,1810.0,19.51
현대건설,2018,11287867000000.0,5975408000000.0,5312459000000.0,10016133000000.0,304923000000.0,233410000000.0,4.969345036534697,20.23448761404348,12.233047277251128,P_Contd,P_Contd,P_Contd,26.61,14.98,18.97,3424.0,15.52
현대건설,2019,11302918000000.0,5717111000000.0,5585807000000.0,10014658000000.0,370564000000.0,270958000000.0,-10.085108655904586,-209.59435757549008,-113.73305961191593,P_Contd,P_Contd,P_Contd,21.54,7.1,8.63,3656.0,11.26
현대건설,2020,11905200000000.0,6360125000000.0,5545075000000.0,9320113000000.0,236363000000.0,102477000000.0,6.937796507031208,31.20968426588971,1.6759186572823677,P_Contd,P_Contd,P_Contd,25.28,6.8,8.52,1097.0,33.22
현대건설,2021,13291471000000.0,7285634000000.0,6005837000000.0,10246315000000.0,305119000000.0,285490000000.0,16.738122795295123,35.86450129562061,49.58173390461269,P_Contd,P_Contd,P_Contd,29.98,12.33,16.03,3625.0,12.26
현대건설,2022,13738416000000.0,7344179000000.0,6394237000000.0,11978479000000.0,346342000000.0,346572000000.0,5.721868135847916,-26.358648761979435,-21.84281242788304,P_Contd,P_Contd,P_Contd,24.19,9.77,12.14,3637.0,9.6
NH투자증권,2017,,,,,,,,,,,,,,,,,
NH투자증권,2018,,,,,,,,,,,,,,,,,
NH투자증권,2019,,,,,,,,,,,,,,,,,
NH투자증권,2020,,,,,,,,,,,,,,,,,
NH투자증권,2021,,,,,,,,,,,,,,,,,
NH투자증권,2022,,,,,,,,,,,,,,,,,
강원랜드,2017,4182527382369.0,681737726604.0,3500789655765.0,1546203385485.0,535824584566.0,437096330406.0,0.0,0.0,0.0,P,P,P,30.79,14.53,19.0,2159.0,16.12
강원랜드,2018,4229630540659.0,643178007453.0,3586452533206.0,1436042435255.0,434851736806.0,297320113771.0,4.969345036534697,20.23448761404348,12.233047277251128,P_Contd,P_Contd,P_Contd,26.61,14.98,18.97,1467.0,21.81
강원랜드,2019,4436461952870.0,718028951906.0,3718433000964.0,1517612251741.0,502725263905.0,335609507912.0,-10.085108655904586,-209.59435757549008,-113.73305961191593,P_Contd,P_Contd,P_Contd,21.54,7.1,8.63,1651.0,17.93
